date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:55:05	265900/265900	---M--	200	added ('OK')	image/jpeg	etag:%225c7e8022-40eac%22	http://kotlis.kwst.net/light/images/folio/4.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/4.jpg	(from http://kotlis.kwst.net/light/portfolio.html)
22:55:13	207354/207354	---M--	200	added ('OK')	image/jpeg	etag:%225c7e8043-329fa%22	http://kotlis.kwst.net/light/images/folio/15.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/15.jpg	(from http://kotlis.kwst.net/light/portfolio.html)
22:55:21	275969/275969	---M--	200	added ('OK')	image/jpeg	etag:%225c7e801c-43601%22	http://kotlis.kwst.net/light/images/folio/2.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/2.jpg	(from http://kotlis.kwst.net/light/portfolio.html)
22:55:32	164323/164323	---M--	200	added ('OK')	image/jpeg	etag:%225c7e802b-281e3%22	http://kotlis.kwst.net/light/images/folio/7.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/7.jpg	(from http://kotlis.kwst.net/light/portfolio.html)
22:55:36	206686/206686	---M--	200	added ('OK')	image/jpeg	etag:%225c7e8028-3275e%22	http://kotlis.kwst.net/light/images/folio/6.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/6.jpg	(from http://kotlis.kwst.net/light/portfolio.html)
22:55:40	166868/166868	---M--	200	added ('OK')	image/jpeg	etag:%225c7e8048-28bd4%22	http://kotlis.kwst.net/light/images/folio/16.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/16.jpg	(from http://kotlis.kwst.net/light/portfolio.html)
22:56:04	147895/147895	---M--	200	added ('OK')	image/jpeg	etag:%225c7e8040-241b7%22	http://kotlis.kwst.net/light/images/folio/14.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/14.jpg	(from http://kotlis.kwst.net/light/portfolio.html)
22:56:08	287428/287428	---M--	200	added ('OK')	image/jpeg	etag:%225c7e8031-462c4%22	http://kotlis.kwst.net/light/images/folio/9.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/9.jpg	(from http://kotlis.kwst.net/light/portfolio.html)
22:56:08	221004/221004	---M--	200	added ('OK')	image/jpeg	etag:%225c7e8034-35f4c%22	http://kotlis.kwst.net/light/images/folio/10.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/10.jpg	(from http://kotlis.kwst.net/light/portfolio.html)
22:56:24	119029/119029	---M--	200	added ('OK')	image/jpeg	etag:%225c7e8053-1d0f5%22	http://kotlis.kwst.net/light/images/folio/19.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/19.jpg	(from http://kotlis.kwst.net/light/portfolio2.html)
22:56:24	300005/300005	---M--	200	added ('OK')	image/jpeg	etag:%225c7e8038-493e5%22	http://kotlis.kwst.net/light/images/folio/11.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/11.jpg	(from http://kotlis.kwst.net/light/portfolio.html)
22:56:35	170363/170363	---M--	200	added ('OK')	image/jpeg	etag:%225c7e801f-2997b%22	http://kotlis.kwst.net/light/images/folio/3.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/3.jpg	(from http://kotlis.kwst.net/light/portfolio2.html)
22:56:56	298295/298295	---M--	200	added ('OK')	image/jpeg	etag:%225c7e803a-48d37%22	http://kotlis.kwst.net/light/images/folio/12.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/12.jpg	(from http://kotlis.kwst.net/light/portfolio2.html)
22:57:03	168980/168980	---M--	200	added ('OK')	image/jpeg	etag:%225c7e8050-29414%22	http://kotlis.kwst.net/light/images/folio/18.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/18.jpg	(from http://kotlis.kwst.net/light/portfolio2.html)
22:57:03	242436/242436	---M--	200	added ('OK')	image/jpeg	etag:%225c7e8056-3b304%22	http://kotlis.kwst.net/light/images/folio/20.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/20.jpg	(from http://kotlis.kwst.net/light/portfolio2.html)
22:57:18	89202/89202	---M--	200	added ('OK')	image/jpeg	etag:%225c7e8062-15c72%22	http://kotlis.kwst.net/light/images/folio/24.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/24.jpg	(from http://kotlis.kwst.net/light/portfolio4.html)
22:57:19	340737/340737	---M--	200	added ('OK')	image/jpeg	etag:%225c7e803d-53301%22	http://kotlis.kwst.net/light/images/folio/13.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/13.jpg	(from http://kotlis.kwst.net/light/portfolio2.html)
22:57:24	175689/175689	---M--	200	added ('OK')	image/jpeg	etag:%225c7e802e-2ae49%22	http://kotlis.kwst.net/light/images/folio/8.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/8.jpg	(from http://kotlis.kwst.net/light/portfolio2.html)
22:57:27	151313/151313	---M--	200	added ('OK')	image/jpeg	etag:%225c7e804d-24f11%22	http://kotlis.kwst.net/light/images/folio/17.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/17.jpg	(from http://kotlis.kwst.net/light/portfolio2.html)
22:57:40	135734/135734	---M--	200	added ('OK')	image/jpeg	etag:%225c7e8068-21236%22	http://kotlis.kwst.net/light/images/folio/27.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/27.jpg	(from http://kotlis.kwst.net/light/portfolio4.html)
22:57:41	134527/134527	---M--	200	added ('OK')	image/jpeg	etag:%225c7e8065-20d7f%22	http://kotlis.kwst.net/light/images/folio/25.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/25.jpg	(from http://kotlis.kwst.net/light/portfolio4.html)
22:57:55	195415/195415	---M--	200	added ('OK')	image/jpeg	etag:%225c7e8059-2fb57%22	http://kotlis.kwst.net/light/images/folio/21.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/21.jpg	(from http://kotlis.kwst.net/light/portfolio4.html)
22:57:57	23665/23665	---MCZ	200	added ('OK')	text/html	etag:W/%225f241f01-5c71%22	http://kotlis.kwst.net/light/blog-single.html	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/blog-single.html	(from http://kotlis.kwst.net/light/portfolio-single3.html)
22:57:58	103996/103996	---M--	200	added ('OK')	image/jpeg	etag:%225c7e7ffd-1963c%22	http://kotlis.kwst.net/light/images/bg/27.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/bg/27.jpg	(from http://kotlis.kwst.net/light/portfolio6.html)
22:57:59	204190/204190	---M--	200	added ('OK')	image/jpeg	etag:%225c7e805c-31d9e%22	http://kotlis.kwst.net/light/images/folio/22.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/22.jpg	(from http://kotlis.kwst.net/light/portfolio4.html)
22:58:04	146479/146479	---M--	200	added ('OK')	image/jpeg	etag:%225c7e805f-23c2f%22	http://kotlis.kwst.net/light/images/folio/23.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/folio/23.jpg	(from http://kotlis.kwst.net/light/portfolio5.html)
22:58:08	52876/52876	---M--	200	added ('OK')	image/jpeg	etag:%225c7e807d-ce8c%22	http://kotlis.kwst.net/light/images/services/1.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/services/1.jpg	(from http://kotlis.kwst.net/light/about.html)
22:58:12	17847/17847	---M--	200	added ('OK')	image/jpeg	etag:%22584fe466-45b7%22	http://kotlis.kwst.net/light/images/avatar/1.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/avatar/1.jpg	(from http://kotlis.kwst.net/light/about.html)
22:58:14	13452/13452	---M--	200	added ('OK')	image/jpeg	etag:%22584fe46c-348c%22	http://kotlis.kwst.net/light/images/avatar/2.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/avatar/2.jpg	(from http://kotlis.kwst.net/light/about.html)
22:58:18	20750/20750	---M--	200	added ('OK')	image/jpeg	etag:%22584fe5d2-510e%22	http://kotlis.kwst.net/light/images/avatar/3.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/avatar/3.jpg	(from http://kotlis.kwst.net/light/about.html)
22:58:20	8606/8606	---M--	200	added ('OK')	image/jpeg	etag:%225a1aea0a-219e%22	http://kotlis.kwst.net/light/images/avatar/4.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/avatar/4.jpg	(from http://kotlis.kwst.net/light/about.html)
22:58:29	202384/202384	---M--	200	added ('OK')	image/jpeg	etag:%225c7e7fdf-31690%22	http://kotlis.kwst.net/light/images/bg/18.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/bg/18.jpg	(from http://kotlis.kwst.net/light/portfolio-single4.html)
22:58:31	4472/4472	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bfe8c3a-1178%22	http://kotlis.kwst.net/light/js/map.js	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/js/map.js	(from http://kotlis.kwst.net/light/contacts.html)
22:58:35	209246/209246	---M--	200	added ('OK')	image/jpeg	etag:%225bfd3610-3315e%22	http://kotlis.kwst.net/light/images/services/2.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/services/2.jpg	(from http://kotlis.kwst.net/light/about.html)
22:58:38	281973/281973	---M--	200	added ('OK')	image/jpeg	etag:%225c7e7fe3-44d75%22	http://kotlis.kwst.net/light/images/bg/19.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/bg/19.jpg	(from http://kotlis.kwst.net/light/about.html)
22:58:46	238014/238014	---M--	200	added ('OK')	image/jpeg	etag:%225c7e7fec-3a1be%22	http://kotlis.kwst.net/light/images/bg/22.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/bg/22.jpg	(from http://kotlis.kwst.net/light/blog.html)
22:58:47	121082/121082	---M--	200	added ('OK')	image/jpeg	etag:%225c7e7fe6-1d8fa%22	http://kotlis.kwst.net/light/images/bg/20.jpg	C:/Users/zzhen/Desktop/My%20Site/p1/kotlis.kwst.net/light/images/bg/20.jpg	(from http://kotlis.kwst.net/light/blog-single.html)
